name,description,close,market_cap_basic,price_earnings_ttm,price_book_fq,return_on_equity,return_on_assets,free_cash_flow_ttm,cash_n_short_term_inv,total_debt,total_revenue_yoy_growth_ttm,net_income_yoy_growth_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,average_volume_30d_calc,sector,industry,symbol,market,traded_value_30d,quick_pr_roe,implied_roe_from_pe_pb,quick_pr_pe_pb,market_pr_factor,market_normalized_quick_pr,pr_path_gap_percent,model,fcf_positive,rank_penalty,screen_rank,stage1_tier
600989,"Ningxia Baofeng Energy Group Co., Ltd. Class A",24.4,178787307312.0,11.521390121824535,3.2058356720167334,30.7483014005767,16.6197878112591,12334037720.0,,27734987593.34,42.437252840155466,75.53613281422017,76.6157951797181,3.16694011484824,72248183.56666666,Process Industries,Chemicals: Specialty,SSE:600989,A,1762855679.0266664,0.3747000516135322,27.825076992610814,0.4140649862310942,1.0,0.3747000516135322,9.506945993156734,cyclical,True,0.0,0.3747000516135322,priority
002532,"Tianshan Aluminum Group Co., Ltd. Class A",13.13,61608495468.0,8.720196586305374,1.8768752671295246,23.0433108774827,12.9169761426576,7289359630.0,,13565658503.74,6.929436125348134,54.74782417100479,55.435119231960364,6.38617580766341,89410260.53333335,Non-Energy Minerals,Aluminum,SZSE:002532,A,1173956720.802667,0.37842637425972125,21.523313706907274,0.40515120975572094,1.0,0.37842637425972125,6.596262050436175,cyclical,True,0.0,0.37842637425972125,priority
002170,"Shenzhen Batian Ecological Technique Co., Ltd. Class A",11.73,11285707675.0,10.743725957135005,2.9601627206242336,28.1424419779659,17.0547011318505,1261128780.0,,1310188461.02,19.7079912720043,48.02381165345126,43.41258373834233,6.27687016337059,19700305.96666668,Process Industries,Chemicals: Agricultural,SZSE:002170,A,231084588.98900017,0.38176239167684156,27.55247790603187,0.3899368323160131,1.0,0.38176239167684156,2.096349962792643,cyclical,True,0.0,0.38176239167684156,priority
605599,"Beijing Caishikou Department Store Co., Ltd. Class A",14.9,11526667233.0,10.429791404171915,2.620102693957938,26.605560253934403,13.5312390809598,1043080240.0,,155569572.35,41.332755362045255,42.82847173132896,42.83143371325736,5.26315789473684,11282621.133333333,Retail Trade,Specialty Stores,SSE:605599,A,168111054.88666666,0.39201547738990267,25.121333614686648,0.4151766607674985,1.0,0.39201547738990267,5.578633282222533,stable_or_general,True,0.0,0.39201547738990267,priority
002611,"Guangdong Dongfang Precision Science & Technology Co., Ltd. Class A",14.77,17865093763.0,4.253419726421886,1.8676887320328217,56.30350236235601,41.1593284611644,841444720.0,,383526407.31,-0.31799421773769865,468.563774839886,466.75371307328214,1.61764705882353,26917290.100000188,Producer Manufacturing,Industrial Machinery,SZSE:002611,A,397568374.77700275,0.07554449630944599,43.91028518607971,0.09686613758933842,1.0,0.07554449630944599,22.011449832226205,cyclical,True,0.32999999999999996,0.40554449630944595,priority
002847,Yankershop Food Co. Ltd. Class A,45.45,11767557843.0,15.439228208438074,5.846757075926798,37.44584590495,19.198646413515,438642260.0,,1214645263.3700001,1.837936822751901,15.536413454631331,4.3013038548752816,3.15031503150315,4288477.7,Consumer Non-Durables,Food: Major Diversified,SZSE:002847,A,194911311.46500003,0.4123081702474546,37.86949060530981,0.40769569280325324,1.0,0.4123081702474546,1.131352998234214,stable_or_general,True,0.0,0.4123081702474546,priority
603993,CMOC Group Limited Class A,18.48,381286346771.25433,14.142496364888652,4.387464387464388,34.2453311488368,13.6036308848791,17682221110.0,,47254665612.850006,20.610659510924727,65.73107931035365,66.45859872611464,1.5368081676518,230939067.66666716,Distribution Services,Wholesale Distributors,SSE:603993,A,4267753970.480009,0.41297589745658003,31.02326685660019,0.45586741171585676,1.0,0.41297589745658003,9.408769558200202,stable_or_general,True,0.0,0.41297589745658003,priority
002648,Satellite Chemical Co. Ltd. Class A,27.54,93083841766.0,10.512252843728527,2.429612691153351,25.4290158398774,11.7413070343298,12548159240.0,,26766214478.329998,7.268363633239024,30.09342090629934,30.481123617890233,1.80831826401447,47091249.43333331,Process Industries,Chemicals: Specialty,SZSE:002648,A,1296893009.3939993,0.4133959768605504,23.112197996672297,0.45483570386694017,1.0,0.4133959768605504,9.110922175650648,cyclical,True,0.0,0.4133959768605504,priority
000792,"Qinghai Salt Lake Industry Co., Ltd. Class A",26.65,138415345495.0,11.626892369442869,2.9532194524631397,27.9376308241854,21.9258337946868,9003523450.0,,1302593856.42,48.33508368601865,144.2435505117396,145.43312988542672,0.0,61927272.06666677,Process Industries,Chemicals: Agricultural,SZSE:000792,A,1650361800.5766692,0.41617316953653616,25.39990359095971,0.4577534055515507,1.0,0.41617316953653616,9.08354487607016,cyclical,True,0.0,0.41617316953653616,priority
300573,"Shenyang Xingqi Pharmaceutical Co., Ltd. Class A",37.59,13316988388.0,16.98215495821098,6.209671824047735,40.3669363597826,31.5611175946365,597981740.0,,71975991.78,22.428976774403512,57.16542755810307,56.46426804269454,2.53674960296453,7732822.900000001,Health Technology,Pharmaceuticals: Major,SZSE:300573,A,290676812.81100005,0.4206946696883895,36.565864811198885,0.4644264547247881,1.0,0.4206946696883895,9.416299306703667,health_special,True,0.0,0.4206946696883895,priority
002668,"Guangdong TCL Smart Home Appliances Co., Ltd. Class A",9.27,10158124164.0,10.08485639686684,2.6251847824240055,28.90820095028,6.05686233298588,1479687900.0,,5129086626.04,0.6009284337096154,-9.280770751900558,-9.277536517962897,2.17491995731057,24142650.89999988,Consumer Durables,Electronics/Appliances,SZSE:002668,A,223802373.84299886,0.34885797335545227,26.03095848979661,0.3874177895070523,1.0,0.34885797335545227,9.953031893724674,stable_or_general,True,0.1,0.4488579733554523,priority
002192,"YOUNGY Co., Ltd. Class A",65.43,17923998995.0,14.217422481041265,3.736000703462153,30.0705631930238,22.6263822190295,327076840.0,,181821355.69,235.61857431040752,787.3280335611763,787.2373240794293,0.318702013617268,19793696.7,Non-Energy Minerals,Construction Materials,SZSE:002192,A,1295101575.081,0.4728020020702381,26.277623165830924,0.5410467450316561,1.0,0.4728020020702381,12.613465211296127,cyclical,True,0.0,0.4728020020702381,priority
605499,Eastroc Beverage (Group) Co. Ltd. Class A,120.41,80459766012.82864,17.092767407197105,4.495278855874812,34.7901112009922,16.7155232750374,4888065410.0,,6059043393.62,20.743504365935337,23.582905520871936,27.145564479740102,2.86105785401951,8608623.766666668,Consumer Non-Durables,Beverages: Non-Alcoholic,SSE:605499,A,1036564387.7443334,0.49131108861502076,26.29930396163949,0.6499323112173934,1.0,0.49131108861502076,24.405806553186736,stable_or_general,True,0.0,0.49131108861502076,priority
688578,Shanghai Allist Pharmaceuticals Co. Ltd. Class A,110.55,49986000824.0,18.57171656083056,5.878886952008499,36.7115747778828,32.6328785854394,2631107510.0,,4257814.08,40.8281095612533,46.78027400862699,46.78206835330672,0.900252070579762,8058136.733333333,Health Technology,Pharmaceuticals: Major,SSE:688578,A,890827015.87,0.5058817736148776,31.655054247422704,0.5866904038663158,1.0,0.5058817736148776,13.773641041153173,health_special,True,0.0,0.5058817736148776,priority
601168,"Western Mining Co., Ltd. Class A",38.79,95320000000.0,15.554575346860215,4.122972791993418,30.460052959274105,9.75410895926303,2120189210.0,,27382869773.0,22.663573583015783,86.86095948710813,86.85748538888055,0.25,69539070.23333333,Non-Energy Minerals,Other Metals/Minerals,SSE:601168,A,2697420534.351,0.5106549016069373,26.506495356208262,0.5868212729683661,1.0,0.5106549016069373,12.9794836809767,cyclical,True,0.0,0.5106549016069373,priority
603699,"Neway Valve (Suzhou) Co., Ltd. Class A",45.62,36025404315.0,20.459234012019014,7.499367107335308,38.8883876414937,17.4444279506344,1573137160.0,,3193140855.02,21.40327638874775,30.1755512486392,28.800831792975966,3.43283582089552,6749698.933333334,Producer Manufacturing,Industrial Machinery,SSE:603699,A,307921265.3386667,0.5261013699161218,36.65517048648898,0.5581541086968957,1.0,0.5261013699161218,5.74263241662889,cyclical,True,0.0,0.5261013699161218,priority
603605,"Proya Cosmetics Co., Ltd. Class A",63.04,24807136694.0,13.605265997625985,3.677572988506418,30.029211999615,19.4694412703874,1741721450.0,,929364858.36,-4.744642787298599,13.23970257740186,10.471353980401963,3.18877551020408,5950118.633333329,Consumer Non-Durables,Household/Personal Care,SSE:603605,A,375095478.64533305,0.45306769947211456,27.030511488331992,0.5033299500639802,1.0,0.45306769947211456,9.985944723829087,stable_or_general,True,0.08,0.5330676994721145,priority
603025,"Beijing Dahao Technology Corp., Ltd. Class A",13.43,15017990295.0,17.659434582511505,5.393769252703913,32.6799847893319,17.5797706487175,532085510.0,,1202781852.13,23.86592121435898,27.49911599789346,27.51509054325954,3.33333333333333,10889618.099999996,Electronic Technology,Computer Peripherals,SSE:603025,A,146247571.08299994,0.5403746267432865,30.54327264840898,0.5781775511024486,1.0,0.5403746267432865,6.538289888128801,technology_strict,True,0.0,0.5403746267432865,priority
603929,L&K Engineering (Suzhou) Co. Ltd. Class A,150.26,33070800095.0,26.242162804100662,13.427064837907464,58.129510362181,23.864481822664,651890620.0,,100000000.0,36.96383351506071,118.35483462858312,118.35411661518513,1.70967741935484,6134857.066666666,Industrial Services,Engineering & Construction,SSE:603929,A,921823622.8373332,0.45144303883856185,51.165999304787945,0.5128828354896414,1.0,0.45144303883856185,11.979304511609158,cyclical,True,0.1,0.5514430388385618,priority
600096,Yunnan Yuntianhua Co. Ltd. Class A,30.8,56366873284.0,10.535677635629746,2.210141391642795,22.1994945565664,10.3323958063094,5080829270.0,,14321972578.4,-15.203315212673548,1.451478021973386,1.4505830094391947,4.52781371280724,33145166.1,Transportation,Air Freight/Couriers,SSE:600096,A,1020871115.8800001,0.47459087903032426,20.977686182884895,0.502232588655345,1.0,0.47459087903032426,5.503766631119545,stable_or_general,True,0.08,0.5545908790303242,priority
000680,"Shantui Construction Machinery Co., Ltd. Class A",10.6,15392412893.0,11.945007888212757,2.3603812238353967,21.4434151999867,6.93590546836669,836746270.0,,8034504666.4800005,11.116084280608892,10.182094920372021,10.167597765363125,1.29434324065197,21074107.233333334,Producer Manufacturing,Trucks/Construction/Farm Machinery,SZSE:000680,A,223385536.67333335,0.5570478292198607,19.76039903803331,0.6044922405272241,1.0,0.5570478292198607,7.848638597243762,cyclical,True,0.0,0.5570478292198607,priority
600595,"Henan Zhongfu Industrial Co., Ltd Class A",6.36,25971224666.0,9.13399396811719,1.3931878372073154,16.1794090666393,10.9069032804081,875924610.0,,6164055575.2,20.1252912445122,188.36570335332547,186.77924217462933,2.70061728395062,110414301.56666666,Non-Energy Minerals,Aluminum,SSE:600595,A,702234957.964,0.5645443495801578,15.252778161123487,0.598841330518925,1.0,0.5645443495801578,5.727223421444072,cyclical,True,0.0,0.5645443495801578,priority
300628,Yealink Network Technology Co. Ltd. Class A,42.08,52795564683.0,18.48532771041996,5.779283028300358,32.3973539415752,29.322775125903398,1812548340.0,,5716193.569999999,20.59785435142559,14.131107312377456,14.185393258426974,4.30416068866571,14367558.766666671,Electronic Technology,Telecommunications Equipment,SZSE:300628,A,604586872.9013335,0.5705814043874097,31.26416322629025,0.5912625128209259,1.0,0.5705814043874097,3.497787866652702,technology_strict,True,0.0,0.5705814043874097,priority
601872,"China Merchants Energy Shipping Co., Ltd. Class A",19.2,155838588322.0,14.292094685127289,3.3099681760351407,24.850409315428,12.8631757317965,4040560490.0,,30327857502.23,40.137667032856875,129.07781118821063,130.03424657534245,1.6580310880829,105475076.13333318,Transportation,Marine Shipping,SSE:601872,A,2025121461.759997,0.5751251218326717,23.159433581695875,0.6171176265909667,1.0,0.5751251218326717,6.804619240948718,cyclical,True,0.0,0.5751251218326717,priority
002032,"Zhejiang Supor Co., Ltd. Class A",40.02,31287994843.0,15.745986779981116,6.339008662678255,39.8164994657632,16.4658414028274,2446577040.0,,2832032531.79,-1.0289337374436742,-9.7787767427669,-9.535504538174054,6.65822784810127,2163633.3333333335,Consumer Durables,Electronics/Appliances,SZSE:002032,A,86588606.00000001,0.3954638652632066,40.25793207661932,0.3911275608993822,1.0,0.3954638652632066,1.108667554353171,stable_or_general,True,0.18,0.5754638652632066,priority
000651,"Gree Electric Appliances, Inc. of Zhuhai Class A",38.98,206552855170.0,7.791480941054187,1.4659723669097917,19.6322235112199,6.96422965064431,44372749650.0,,106263968359.09,-12.915115176127786,-14.148026898616642,-15.137482401234873,7.74393391843056,47070122.16666665,Producer Manufacturing,Industrial Machinery,SZSE:000651,A,1834793362.056666,0.3968720576454991,18.815067097006153,0.41410859184732673,1.0,0.3968720576454991,4.162322284822917,cyclical,True,0.18,0.5768720576454991,priority
688278,"Xiamen Amoytop Biotech Co., Ltd. Class A",56.96,22601451273.0,21.672627653907618,7.293643415617309,36.8607363725357,27.805180767951704,403039070.0,,769528267.4699999,28.297631309078085,13.53246122129721,12.407510371669316,1.11973993137078,4874372.933333334,Health Technology,Biotechnology,SSE:688278,A,277644282.2826667,0.5879597041923319,33.6537107179168,0.6439892419461902,1.0,0.5879597041923319,8.700384122028549,health_special,True,0.0,0.5879597041923319,priority
600867,"Tonghua Dongbao Pharmaceutical Co., Ltd. Class A",8.02,15478772315.0,12.009583707696915,2.276804978310736,20.0221084650474,16.5375470531996,364513020.0,,746687407.2199999,18.503601962321206,219.83158983965572,219.36872309899567,3.72208436724566,29447118.83333331,Health Technology,Pharmaceuticals: Major,SSE:600867,A,236165893.04333314,0.5998161346824211,18.958233971520066,0.6334758673059034,1.0,0.5998161346824211,5.313498802508942,health_special,True,0.0,0.5998161346824211,priority
002555,"37 Interactive Entertainment Network Technology Group Co., Ltd.",18.67,39548875512.0,12.573237255034009,2.914782804186546,24.1145951515891,14.9938047341424,2938140470.0,,4523860072.46,-11.554227990674292,16.29316460712919,16.298558897243122,5.62841530054645,41359013.39999998,Technology Services,Packaged Software,SZSE:002555,A,772172780.1779997,0.521395328264736,23.182436989483676,0.5423604628252693,1.0,0.521395328264736,3.865535192466185,technology_strict,True,0.08,0.601395328264736,priority
601717,ZCZL Industrial Technology Group Company Limited Class A,14.47,24198364707.079033,7.5164926497324815,1.0906711811056857,14.8006840965094,6.72909152590591,1410049700.0,,11945135810.06,5.503017541284894,-21.128874412482613,-20.499690274623166,8.68658790826963,19203998.133333333,Producer Manufacturing,Auto Parts: OEM,SSE:601717,A,277881852.98933333,0.5078476508734603,14.510373813037702,0.5180082020339714,1.0,0.5078476508734603,1.9614653051081898,cyclical,True,0.1,0.6078476508734603,priority
600211,Tibet Rhodiola Pharmaceutical Holding Co. Class A,38.06,12254575498.0,12.48646697942981,3.0957838449863107,24.2383468614797,16.1711373271035,900525850.0,,1170672998.43,1.4967584281873332,-1.698102199287938,-1.3080783551886026,4.62125197264598,4988236.333333333,Health Technology,Pharmaceuticals: Major,SSE:600211,A,189852274.84666666,0.5151534075648398,24.7931128163499,0.5036264333535225,1.0,0.5151534075648398,2.2887945206851112,health_special,True,0.1,0.6151534075648398,priority
002001,Zhejiang NHU Co. Ltd. Class A,26.86,82126074591.0,11.453180965376086,2.363115687973712,21.9432136847937,15.8294752221287,6661824930.0,,7426333715.29,6.1862441618762265,-1.319566760074879,-0.9335529928610655,3.74251497005988,33837749.06666666,Health Technology,Pharmaceuticals: Other,SZSE:002001,A,908881939.9306666,0.521946380776165,20.632832879508374,0.5550949320561251,1.0,0.521946380776165,5.971690492142445,health_special,True,0.1,0.6219463807761649,priority
601225,"Shaanxi Coal Industry Co., Ltd. Class A",26.24,254396797781.0,12.471482889733839,2.5153205452033967,21.4608442934815,8.42614506650608,24770619580.0,,27281909185.72,-10.316478099847764,4.919085902995427,4.9167248429241175,3.61280487804878,39442350.233333334,Energy Minerals,Coal,SSE:601225,A,1034967270.1226666,0.5811273181606335,20.16857632281992,0.6183620841706543,1.0,0.5811273181606335,6.021515057793369,cyclical,True,0.08,0.6611273181606334,priority
600285,"Henan Lingrui Pharmaceutial Co., Ltd. Class A",19.61,11042644766.0,14.251453488372094,3.441334978248166,24.7762782477452,13.7750718477718,925258060.0,,446077046.29,5.9116906408138945,-0.4714013538607227,-0.4557621355711636,5.62659846547315,11633380.900000004,Health Technology,Pharmaceuticals: Major,SSE:600285,A,228130599.44900006,0.575205579541353,24.147256145178357,0.5901893533033059,1.0,0.575205579541353,2.538807872098736,health_special,True,0.1,0.675205579541353,priority
600809,Shanxi Xinghuacun Fen Wine Factory Co. Ltd. Class A,122.56,142129956505.0,14.686638705811863,3.925251125114818,27.5297850145974,16.9026071578808,9011990740.0,,2089534575.06,-3.841255415088191,-17.486558150664994,-17.486527908241452,5.60875512995896,8959704.733333344,Consumer Non-Durables,Beverages: Alcoholic,SSE:600809,A,1098101412.1173346,0.5334817797532533,26.726681330844613,0.5495122467323458,1.0,0.5334817797532533,2.917217418613882,stable_or_general,True,0.18,0.7134817797532533,priority
601965,"China Automotive Engineering Research Institute Co., Ltd. Class A",14.05,13789826562.0,13.011668827560658,1.747223407073208,14.1050104517706,7.95274419357215,238603290.0,,2184285379.36,11.416127994450694,18.3141907819267,17.203950938890706,2.41305890702626,8231707.3,Commercial Services,Miscellaneous Commercial Services,SSE:601965,A,115655487.565,0.9224855856755005,13.428126939200357,0.9689861353318054,1.0,0.9224855856755005,4.798886997529839,financial_special,True,0.0,0.9224855856755005,reject_valuation
688411,Beijing HyperStrong Technology Co. Ltd. Class A,177.41,32730573598.0,25.400166079660966,6.256204277888174,27.3892173062979,7.7064140024051,135351730.0,,7523973590.700001,47.020365460805486,85.90977723122529,82.85250536677314,0.886337031049668,2351220.7,Technology Services,Packaged Software,SSE:688411,A,417130064.387,0.9273783108004489,24.63056445484344,1.0312457973193623,1.0,0.9273783108004489,10.072039739595384,technology_strict,True,0.0,0.9273783108004489,reject_valuation
600236,"Guangxi Guiguan Electric Power Co., Ltd. Class A",9.88,79139069211.0,20.22517911975435,4.304654516619539,21.6103912214676,7.422283177316361,5043780630.0,,28086086096.38,36.971554300524964,89.34957659662624,89.34108527131782,2.91832669322709,22586317.46666668,Utilities,Electric Utilities,SSE:600236,A,223152816.57066682,0.9359006467066089,21.283641005755513,0.9502687587281268,1.0,0.9359006467066089,1.5120050921960893,stable_or_general,True,0.0,0.9359006467066089,reject_valuation
601799,"Changzhou Xingyu Automotive Lighting Systems Co., Ltd Class A",76.32,21391673649.0,13.651730614435202,1.9104534999072555,14.4497522106803,8.77612928892374,1361623990.0,,3334269734.83,7.623737602877721,4.3728467633979005,4.901206537443936,2.67094017094017,4126373.433333333,Producer Manufacturing,Auto Parts: OEM,SSE:601799,A,314924820.432,0.9447726449139209,13.99422207970586,0.9755262233713345,1.0,0.9447726449139209,3.1525117132302105,cyclical,True,0.0,0.9447726449139209,reject_valuation
002415,"Hangzhou Hikvision Digital Technology Co., Ltd Class A",34.87,324742069613.0,19.452192346312618,3.788870694872583,20.1765719324263,12.524645535819301,20312436150.0,,6733231201.65,4.73427846752662,30.731886298903138,31.393388550905215,3.71640937678674,87707947.53333333,Electronic Technology,Telecommunications Equipment,SZSE:002415,A,3058376130.487333,0.964097985101745,19.47785949993861,0.9986822395127107,1.0,0.964097985101745,3.4629888309459123,technology_strict,True,0.0,0.964097985101745,reject_valuation
600428,"COSCO Shipping Specialized Carriers Co., Ltd. Class A",11.66,31966671732.0,13.753243689549421,1.880357042066135,14.018788875318,5.3252447003196,5727105550.0,,17639838006.28,33.90428130912729,43.071474100098214,25.82368655387356,2.78969957081545,56534359.56666662,Transportation,Marine Shipping,SSE:600428,A,659190632.5473328,0.9810579082023193,13.672098630048621,1.0059350844150916,1.0,0.9810579082023193,2.4730399205866616,cyclical,True,0.0,0.9810579082023193,reject_valuation
600026,"COSCO SHIPPING Energy Transportation Co., Ltd. Class A",20.34,102499136708.53625,15.832490075504008,2.313406268944284,15.8322865847097,7.24503175547745,2615229490.0,,38693657775.29,18.02269478321826,103.45653122576361,85.75766338924234,1.86915887850467,64166907.43333319,Transportation,Marine Shipping,SSE:600026,A,1305154897.1939971,1.0000128528998777,14.611765160829504,1.0835439730407768,1.0,1.0000128528998777,7.709066011089849,cyclical,True,0.0,1.0000128528998777,reject_valuation
600517,"State Grid Yingda Co., Ltd. Class A",5.05,28706546336.0,11.17751217352811,1.2074868969738703,11.1626087099786,5.36794788975018,1314730130.0,,7825422660.28,6.58417953120471,43.12638266573472,43.15589353612167,2.66932270916335,22127787.533333328,Producer Manufacturing,Electrical Products,SSE:600517,A,111745327.0433333,1.0013351237095847,10.802823367382071,1.0346843406953563,1.0,1.0013351237095847,3.223129574316297,cyclical,True,0.0,1.0013351237095847,reject_valuation
000423,"Dong-E-E-Jiao Co., Ltd. Class A",48.55,29958734518.0,17.47534374775034,3.0380472396008673,17.4060311249301,13.978023533813499,1223758880.0,,182908406.17000002,9.341219288779087,8.867713726250297,9.081628646589975,5.8446520916544,6487097.033333333,Health Technology,Pharmaceuticals: Other,SZSE:000423,A,314948560.9683333,1.003982103807741,17.384763833283483,1.0052103045710314,1.0,1.003982103807741,0.12218346327185214,health_special,True,0.0,1.003982103807741,reject_valuation
600018,"Shanghai International Port (Group) Co., Ltd. Class A",5.43,127925751589.0,8.993044054322622,0.8608894589396948,9.91715510367554,6.07183989130025,6752675560.0,,55077286513.68,9.901203815606364,-3.661971485403766,-3.7615556263946375,3.53260869565217,54293085.13333333,Transportation,Other Transportation,SSE:600018,A,294811452.274,0.9068169208112496,9.5728371143239,0.9394335187074551,1.0,0.9068169208112496,3.47194317071865,stable_or_general,True,0.1,1.0068169208112496,reject_valuation
600012,Anhui Expressway Company Limited Class A,16.51,27681218292.027245,14.541130878985381,2.23933636432687,15.6883077326777,6.17290398893107,2594537100.0,,15431908752.48,-20.21627322531782,5.759026343089859,3.491021784705132,3.96634615384615,6969985.566666666,Transportation,Other Transportation,SSE:600012,A,115074461.70566668,0.9268769536370819,15.400015191137058,0.9442283464339712,1.0,0.9268769536370819,1.8376267628926524,stable_or_general,True,0.08,1.0068769536370819,reject_valuation
