name,description,close,market_cap_basic,price_earnings_ttm,price_book_fq,return_on_equity,return_on_assets,free_cash_flow_ttm,cash_n_short_term_inv,total_debt,total_revenue_yoy_growth_ttm,net_income_yoy_growth_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,average_volume_30d_calc,sector,industry,symbol,market,traded_value_30d,quick_pr_roe,implied_roe_from_pe_pb,quick_pr_pe_pb,pr_path_gap_percent,model,fcf_positive,rank_penalty,screen_rank,stage1_tier,history_type,history_years,history_status,historical_neutral_roe,historical_neutral_roa,historical_bear_roe,historical_bear_roa,bear_anchor_source,historical_neutral_pr,historical_bear_pr,historical_pr_path,weak_years,stage2_rank,stage2_tier
1378,China Hongqiao Group Ltd.,23.5,230755863281.0,7.64525993883792,1.5000121277576288,22.442331849913,11.6700120879165,,,67290553752.0379,6.877135633506964,11.776113156377386,5.0871794871794895,7.02127659574468,37569774.833333336,Non-Energy Minerals,Aluminum,HKEX:1378,HK,882889708.5833334,0.3406624583384172,19.620158631069785,0.3896635130529046,12.575222742970682,cyclical,False,0.25,0.5906624583384172,watch,cyclical,9,short_history,16.21812816388931,7.2333874228586446,10.2260227923525,4.0030640020815,weak_history,0.5702867931064983,1.4344362691047376,pb,"2017,2018,2019,2022",1.2955690049055302,not_now
1478,Q Technology (Group) Co. Ltd.,5.76,6882570977.0,4.267615025561236,0.9381642276025508,24.470044682938,8.11240467414755,-235075630.0,,8855956311.57338,31.138791265049516,216.77946929917633,214.98249708284712,9.54861111111111,7125014.866666666,Electronic Technology,Electronic Components,HKEX:1478,HK,41040085.632,0.1744016033013979,21.983337812416018,0.1941295294634885,10.162248997672918,technology_strict,False,0.4,0.574401603301398,watch,technology,5,usable,13.0240062064531,4.4270465591143005,2.5432970942913125,0.9296005913933751,weak_history,0.32767298770532904,1.6779852558870647,pe,"2022,2023",1.3203447352052837,not_now
002532,"Tianshan Aluminum Group Co., Ltd. Class A",13.17,60960470656.0,8.746762303247658,1.8825930897255017,23.0433108774827,12.9169761426576,7289359630.0,,13565658503.74,6.929436125348134,54.74782417100479,55.43511923196037,4.17615793470008,102484375.13333336,Non-Energy Minerals,Aluminum,SZSE:002532,A,1349719220.5060005,0.3795792345011826,21.52331370690727,0.4063854860992265,6.596262050436186,cyclical,True,0.0,0.3795792345011826,priority,cyclical,10,usable,13.850142857142856,6.4306154602014285,9.627619047619048,5.202734944209523,weak_history,0.9814042950932516,2.031040882222694,pb,"2016,2017,2018,2023",1.558704418014445,not_now
000672,"Gansu Shangfeng Materials Co., Ltd. Class A",14.39,13783310411.0,7.869838665572874,1.401079775866182,18.9189802847209,9.67648347456285,609736480.0,,4647352289.54,-20.076376655564054,149.4405889589032,145.3374480075138,3.33564975677554,24142398.200000003,Non-Energy Minerals,Construction Materials,SZSE:000672,A,347409110.09800005,0.4159758373409063,17.80315754114881,0.4420473529700083,5.897901085468293,cyclical,True,0.08,0.4959758373409063,watch,cyclical,10,usable,20.738285714285713,10.24922517166857,7.602,3.605300822948572,weak_history,0.32577455271700095,2.424415956438342,pb,"2016,2023,2024,2025",1.6300273247637387,not_now
AMZN,"Amazon.com, Inc.",266.43,2873797680745.0,21.429950291974325,5.208140908917644,30.558338368750697,15.2184172085638,-11625000000.0,,241995000000.0,15.766568463281184,91.55374311484928,89.7295812477109,0.0,43229320.96666667,Retail Trade,Internet Retail,NASDAQ:AMZN,US,11517587985.149002,0.7012799594459899,24.30309374477705,0.881778695215699,20.469845410083977,hybrid_platform,False,0.25,0.95127995944599,watch,technology,5,usable,19.167330473326,8.046441266936,9.00019147815,3.185874465675,weak_history,1.1180456413477649,2.3810549302201376,pe,"2022,2023",2.06270075022757,not_now
2899,"Zijin Mining Group Co., Ltd. Class H",38.28,1058890680549.0,13.864039694324727,4.337539432176657,39.1507265999703,13.6355337072611,78511100060.0,,200204982435.363,21.19913774481032,74.52429440303759,72.19207982538198,2.40519331243469,60018783.433333255,Non-Energy Minerals,Precious Metals,HKEX:2899,HK,2297519029.827997,0.3541196013035233,31.286259472787265,0.4431350991761622,20.087665824288948,cyclical,True,0.0,0.3541196013035233,priority,cyclical,9,short_history,22.818013063791202,7.6485052262370665,10.926254001092799,3.9894721716527997,weak_history,0.8330820692334666,3.633296591209795,pb,"2017,2018,2019,2020",2.4732000563204477,not_now
601899,"Zijin Mining Group Co., Ltd. Class A",34.65,908383751449.0378,14.064212363518289,4.537626945515737,39.5141698448175,13.733808590563,69114516800.0,,173229052074.0,17.01668940250069,68.05463320035699,65.79407806191115,1.73160173160173,293054511.4999999,Non-Energy Minerals,Precious Metals,SSE:601899,A,10154338823.474997,0.3559283269458053,32.263640708996014,0.4359152300997694,18.349187555492662,cyclical,True,0.0,0.3559283269458053,priority,cyclical,10,usable,21.49028571428571,8.686259873885714,10.57529411764706,3.8199367955588235,weak_history,0.9825268086905633,4.057363132998847,pb,"2016,2017,2018,2019",2.7736867870601194,not_now
1208,MMG Ltd.,9.5,122041007812.0,14.402668283808367,2.7158531495320157,22.4369837665263,6.36405946416614,18177005580.0,,24352702070.0,48.10534458847126,122.67230409088414,107.09576138147564,0.0,58080170.866666675,Non-Energy Minerals,Other Metals/Minerals,HKEX:1208,HK,551761623.2333333,0.6419164195008995,18.856597236119132,0.7637999636657974,15.957521597661184,cyclical,True,0.0,0.6419164195008995,watch,stable,3,usable,7.805875791840084,1.8214720728414169,3.5194042194615722,0.7197477672338572,weak_history,1.8451060032064919,4.092359781853022,pe,"2023,2024",3.181095581462084,not_now
CF,"CF Industries Holdings, Inc.",125.79,19036822191.0,9.330010458156249,3.3175399197977673,39.1933526281393,14.551630905750596,1910000000.0,,3613000000.0,20.04032883511711,61.21351766513057,76.22078736864118,1.58995150647905,2305463.3333333493,Process Industries,Chemicals: Agricultural,NYSE:CF,US,290004232.700002,0.2380508385357588,35.55772991548569,0.2623904979404479,9.276120742075488,cyclical,True,0.0,0.2380508385357588,priority,cyclical,10,usable,27.689982357842855,9.080981628621428,7.142733339461111,1.714657737338889,weak_history,0.4326839635197563,6.502603653286436,pb,"2016,2017,2018,2020",3.8711397928914306,not_now
DRD,DRDGOLD Limited,28.77,2516272756.5141,9.900887879413586,3.2085740414426875,39.5687673664087,28.8337809763554,130619410.0,,695546.0646735821,52.86594362757796,105.12246738669796,104.28852643419572,1.46140424052833,320260.86666666664,Non-Energy Minerals,Precious Metals,NYSE:DRD,US,9213905.134,0.2502197702478544,32.4069323935494,0.3055175898532241,18.09971714948905,cyclical,True,0.0,0.2502197702478544,priority,cyclical,10,usable,23.147242291115713,17.015449626232858,7.020535691005882,4.724658759464706,weak_history,0.5988437901297192,6.509858705827103,pb,"2017,2018,2019,2020",3.9499019937632807,not_now
000933,Henan Shenhuo Coal Industary and Electricity Power Corporation Limited Class A,27.59,61511339530.0,8.954012916626098,2.226382511720988,27.513984105269103,11.91854215424,10772467400.0,,14555494887.87,12.741427207519704,75.24903223916701,76.54844439351402,2.89960130482059,57961662.73333323,Non-Energy Minerals,Aluminum,SZSE:000933,A,1599162274.8126638,0.3254349818029933,24.864633683819793,0.3601103893379599,9.62910500824904,cyclical,True,0.0,0.3254349818029933,priority,cyclical,10,usable,24.581285714285713,6.734708462267142,5.054444444444445,-0.08586998391666667,weak_history,0.36846020760229,8.714709749711997,pb,"2016,2017,2018,2020",5.058897455762629,not_now
600066,"Yutong Bus Co., Ltd. Class A",30.06,65078313648.0,12.130261087123198,5.12866884939355,41.9633760115753,17.8256609207609,6742100450.0,,244309885.36999995,13.520491965018078,25.31845967123254,25.32112875493071,8.3166999334664,20027979.466666657,Consumer Durables,Motor Vehicles,SSE:600066,A,602041062.7679995,0.2890678072178261,42.27995434358669,0.2869033629636168,0.7544157837159116,stable_or_general,True,0.0,0.2890678072178261,priority,cyclical,10,usable,18.848142857142854,8.35241340266857,5.578076923076923,2.643938654876923,weak_history,1.4436686598518222,16.48297728808172,pb,"2019,2020,2021,2022",9.815288405378267,not_now
000680,"Shantui Construction Machinery Co., Ltd. Class A",10.38,15318623482.0,11.697092630155511,2.311392179567115,21.4434151999867,6.93590546836669,836746270.0,,8034504666.48,11.116084280608892,10.18209492037202,10.167597765363125,1.30057803468208,23092120.166666668,Producer Manufacturing,Trucks/Construction/Farm Machinery,SZSE:000680,A,239696207.33000004,0.5454864591794486,19.760399038033313,0.5919461751577909,7.848638597243718,cyclical,True,0.0,0.5454864591794486,priority,cyclical,10,usable,10.680714285714284,3.9298186837828566,1.7061111111111111,0.7381839518555555,weak_history,2.026156766469241,79.40704172315074,pb,"2016,2017,2019,2020",44.68564349264407,not_now
LPG,Dorian LPG Ltd.,49.78,2129721784.0,6.605363374600269,1.7223524885363914,28.342022711409996,17.6322406431966,146279050.0,,646238026.0,81.05922022373736,557.3522487472081,555.6725247955454,0.0,580349.6333333333,Transportation,Marine Shipping,NYSE:LPG,US,28889804.747333333,0.2330589965952242,26.075060384404996,0.2533211151660769,7.99859046790038,cyclical,True,0.0,0.2330589965952242,priority,cyclical,10,usable,12.825916926767142,7.237191923524285,0.9397583967210531,0.6050961636473685,weak_history,1.0469964075417535,195.02469493943266,pb,"2017,2018,2019,2022",107.83473060008177,not_now
TRMD,TORM plc,32.62,3323121701.5425673,5.497672802406587,1.314506546006294,26.663962855241703,17.2098323301499,186996282.852,,1072316209.4432873,20.28713424672488,71.82541149575744,64.44948987550526,7.52985521235521,544619.2333333333,Transportation,Marine Shipping,NASDAQ:TRMD,US,17765479.39133333,0.2061836356528614,23.910236080817203,0.2299296746307444,10.32752254184588,cyclical,True,0.0,0.2061836356528614,priority,cyclical,9,short_history,22.076186251426666,12.599480891908888,0.5239404078500003,0.24525102195000012,weak_history,0.26972093360607713,478.8494197547,pb,"2017,2018,2020,2021",263.5885552852078,not_now
2099,China Gold International Resources Corp. Ltd.,273.4,108379518833.0,17.913068546643427,5.252268330589372,33.6205175127488,22.9961853867758,6577560340.0,,3743049675.25,46.106339401700815,163.54051815602756,163.5390406464758,1.0026909290417,3112492.6666666665,Non-Energy Minerals,Precious Metals,HKEX:2099,HK,850955495.0666666,0.5328016899160117,29.3208744047013,0.610932276418443,12.788747545058122,cyclical,True,0.0,0.5328016899160117,priority,cyclical,9,short_history,8.957396027978978,5.322536116363578,0.5783383318779499,0.40500701720564997,weak_history,6.546110827520968,1570.3011525029679,pb,"2018,2019,2023,2024",866.7113837490168,not_now
HMY,Harmony Gold Mining Company Limited,20.23,13078991197.692,7.228614307153577,2.759521919306832,48.1166999268439,29.137685369431704,960832870.0,,578157413.0567421,49.715777730405755,121.37391819315222,121.88218504717354,1.61115175481958,3282732.9,Non-Energy Minerals,Precious Metals,NYSE:HMY,US,66409686.567,0.1502308827942041,38.17497797020316,0.1893547735062414,20.661687047856613,cyclical,True,0.0,0.1502308827942041,priority,cyclical,10,usable,17.594813394911426,10.733884658689998,-7.663230424242857,-6.885573908495238,weak_history,0.8913833499226093,,pb,"2018,2019,2020,2022",,not_now
INSW,"International Seaways, Inc.",98.81,4894188722.0,6.309907723745969,2.1599976565960044,37.4116050605098,28.1160566183888,269317000.0,,652766000.0,57.66313069733789,226.3704224998115,225.71030408918836,8.430320817731,510124.1,Transportation,Marine Shipping,NYSE:INSW,US,50405362.321,0.1686617752309819,34.23184222595398,0.1843286049899443,8.49940233628802,cyclical,True,0.0,0.1686617752309819,priority,cyclical,10,usable,11.59479452036857,7.566735870681428,-9.022869806710528,-5.331669012331579,weak_history,1.6066717840346119,,pb,"2016,2017,2018,2021",,not_now
DHT,"DHT Holdings, Inc.",19.66,3169891487.0,6.688212281000171,2.3841168823609307,39.1763532556201,29.257388411867403,36254000.0,,434804000.0,39.41599357538878,148.85901598008007,148.6465911013365,7.47711088504578,3061991.1666666665,Transportation,Marine Shipping,NYSE:DHT,US,60198746.336666666,0.1707206446031498,35.64654921515745,0.1876257990817311,9.01003729834472,cyclical,True,0.0,0.1707206446031498,priority,cyclical,10,usable,11.207754669434285,7.514033967852856,-1.3973131115894737,-0.7577474473157895,weak_history,1.8979742287647943,,pb,"2016,2017,2018,2021",,not_now
TNK,Teekay Tankers Ltd.,88.7,3076125854.9999995,5.22745622668419,1.2947285281242915,28.035629634786304,25.454386756584803,366917000.0,,27801000.0,19.33065185574672,111.74610668784112,110.68178149716286,1.12739571589628,411092.76666666666,Transportation,Marine Shipping,NYSE:TNK,US,36463928.403333336,0.1864576003742758,24.76785021202457,0.2110581331013665,11.655808930744003,cyclical,True,0.0,0.1864576003742758,priority,cyclical,10,usable,12.937581355549998,10.11986113202857,-9.831237652595238,-5.327987746204762,weak_history,0.7735217500629512,,pb,"2017,2018,2019,2021",,not_now
FRO,Frontline Plc,44.19,9837705393.0,6.617845269116722,3.1179838307948704,53.8422866862181,24.9372644218018,688973000.0,,2434842000.0,48.84009857969576,524.545416351567,524.5230078563412,7.08305046390586,2044159.8333333333,Transportation,Marine Shipping,NYSE:FRO,US,90331423.035,0.1229116680664805,47.114788938107424,0.1404621652409456,12.494821751009887,cyclical,True,0.1,0.2229116680664805,priority,cyclical,10,usable,14.559730666007141,5.997907685841428,-3.4344068217157897,-1.4092627030421054,weak_history,1.470845906790934,,pb,"2016,2017,2018,2021",,not_now
CSTM,Constellium SE,26.98,3656538376.000001,6.940907102981657,2.934621463199216,53.8005923000067,9.52963804859117,221702000.0,,1923000000.01281,25.94174723130884,1903.890854823565,1921.372854914197,0.0,1592163.6333333333,Non-Energy Minerals,Aluminum,NYSE:CSTM,US,42956574.82733333,0.1290117228501366,42.28008558043615,0.1641649255836264,21.41334551733015,cyclical,True,0.1,0.2290117228501366,priority,cyclical,10,usable,41.54852647309857,3.2516505876028567,-38.81491059595883,1.6684760604529412,weak_history,0.16999683566136725,,pb,"2016,2017,2018,2019",,not_now
CGAU,Centerra Gold Inc.,23.44,4585040851.527462,7.679549438475539,2.123789468996385,32.593378769211,23.3006990594128,131458356.48,,45707085.599999994,36.2340457551393,707.0369164524052,776.8864473652648,0.859159251304081,1649920.566666667,Non-Energy Minerals,Precious Metals,NYSE:CGAU,US,38674138.082666665,0.2356168561981044,27.65513115074075,0.2776898578645808,15.15107609259312,cyclical,True,0.0,0.2356168561981044,priority,cyclical,5,short_history,9.169437517559999,6.4054384611733335,-7.7316092764499995,-5.92477897975,weak_history,2.525957691181662,,pb,"2021,2023",,not_now
CENX,Century Aluminum Company,46.59,4612097571.0,8.06152994307269,3.2870762659547372,56.73325499412451,25.0202110238179,151200000.0,,480000000.0,9.666543316475472,413.1802721088435,419.861473419088,0.0,2090441.7,Non-Energy Minerals,Aluminum,NASDAQ:CENX,US,97393678.803,0.1420953185906144,40.77484409493928,0.1977084185607772,28.128847711695613,cyclical,True,0.1,0.2420953185906144,priority,cyclical,10,usable,0.8794496468371429,-0.677013168827143,-22.064621097064002,-7.967332129752,weak_history,424.99891656058827,,pb,"2016,2020,2021,2023",,not_now
GPOR,Gulfport Energy Corporation,176.37,3118903112.0,7.053981738118378,1.708177401734037,27.4111285765093,16.2053453967893,250001000.0,,922410000.0,26.64766808896456,,,0.0,304228.6,Energy Minerals,Oil & Gas Production,NYSE:GPOR,US,53656798.182,0.257340069688465,24.21578996304131,0.2912967839944237,11.657085203731166,cyclical,True,0.0,0.257340069688465,priority,cyclical,10,usable,-19.99088584410143,0.03231971281714208,-155.814673876655,-40.27541269066,weak_history,,,pb,"2015,2016,2019,2020",,not_now
GFI,Gold Fields Limited,45.96,42722340652.2096,9.42092856410782,4.562497580268092,58.7626432300832,33.4429129188422,4500115750.0,,2634378549.55,71.19494284436489,133.70808449051265,133.92471829297529,2.61143385552655,3671815.5,Non-Energy Minerals,Precious Metals,NYSE:GFI,US,168756640.38,0.1603217290144775,48.42938304033483,0.1945291881224569,17.58474367684387,cyclical,True,0.1,0.2603217290144775,priority,cyclical,10,usable,21.237768915307143,11.255389043575713,-0.8823868570705883,-0.4982250975294118,weak_history,1.0115442020087966,,pb,"2016,2017,2018,2019",,not_now
MPC,Marathon Petroleum Corporation,368.83,103576584179.0,12.69835258473774,5.471452334368147,47.8754096523907,9.89154716020232,12899000000.0,,34292000000.0,15.187181048153745,300.6563525550867,330.27183171616923,1.06010899330315,2346169.0,Energy Minerals,Oil Refining/Marketing,NYSE:MPC,US,865337512.27,0.2652374711138087,43.08789110915327,0.2947081478777733,9.999953165932553,cyclical,True,0.0,0.2652374711138087,priority,cyclical,10,usable,21.71362024034,6.064884135104285,-4.730831259389473,-1.1992042157263156,weak_history,1.160481293452237,,pb,"2016,2018,2019,2020",,not_now
PBF,PBF Energy Inc.,71.28,8449306218.0,6.302665900349264,1.318532034335107,23.5452773717547,9.769992526833,781800000.0,,2515000000.0,13.53545629605652,,,1.54320987654321,3033908.0,Energy Minerals,Oil Refining/Marketing,NYSE:PBF,US,216256962.24,0.2676828053811778,20.920227332088796,0.3012713867923332,11.14894506536992,cyclical,True,0.0,0.2676828053811778,priority,cyclical,10,usable,11.560101790208572,3.5999857779957143,-13.46794144400588,-3.899421067088235,weak_history,0.9866596531762916,,pb,"2018,2020,2024,2025",,not_now
BVN,Buenaventura Mining Company Inc.,35.12,8976682585.482729,7.938158311107093,2.062754246795154,28.7663340406401,19.4853579617962,654632010.0,,692358096.693488,67.74731707635866,122.3524396786208,122.3551289139066,1.19273917995444,1010210.9,Non-Energy Minerals,Precious Metals,NYSE:BVN,US,35478606.808,0.2759530741696989,25.985299939268565,0.3054864992768883,9.667669496719956,cyclical,True,0.0,0.2759530741696989,priority,cyclical,10,usable,6.448595358505714,4.21748260844,-6.618631839014286,-4.143688851690476,weak_history,4.960406149469245,,pb,"2016,2018,2020,2021",,not_now
CNX,CNX Resources Corporation,36.2,5355559664.999999,6.053106815597619,1.1138207930034825,21.2486692250072,10.4767807760939,525977999.99999994,,2380108000.0,16.211654840991923,509.7057576964077,911.5696887686064,0.0,1464209.3,Energy Minerals,Oil & Gas Production,NYSE:CNX,US,53004376.66,0.2848699253350803,18.400811796900623,0.3289586830412115,13.402521343571848,cyclical,True,0.0,0.2848699253350803,priority,cyclical,10,usable,6.808690534612857,3.044110712391428,-10.317699588258332,-4.8406264373541665,weak_history,2.4026368326102814,,pb,"2016,2020,2021,2022",,not_now
FIS,"Fidelity National Information Services, Inc.",41.44,21370853139.0,6.363050087522648,1.3332732759785595,22.3266900615772,8.70429406677939,2935000000.0,,21256000000.0,18.261122419307934,2007.5,2338.2628229127663,4.05405405405406,6031428.6,Technology Services,Packaged Software,NYSE:FIS,US,249942401.184,0.2849974658121424,20.953367608923664,0.3036767266380961,6.151034698228452,technology_strict,True,0.0,0.2849974658121424,priority,technology,5,usable,-8.50171521336,-4.013843759768,-35.839556653006255,-16.3567164417625,weak_history,,,pe,"2022,2023",,not_now
000807,Yunnan Aluminium Co. Ltd. Class A,27.23,94432481669.0,8.607827021559082,2.47457719535801,31.873035672668497,23.0309853020037,12728817110.0,,2188432237.63,11.9986366276838,135.39154029176737,135.38953791204702,2.56702166727874,85414999.50000024,Non-Energy Minerals,Aluminum,SZSE:000807,A,2325850436.3850064,0.2700661182687532,28.74798934923073,0.2994236194048618,9.804671119285736,cyclical,True,0.0,0.2700661182687532,priority,cyclical,10,usable,13.352285714285713,9.32958673696,-1.1282352941176477,-0.3657513347294118,weak_history,1.3880009794907169,,pb,"2016,2017,2018,2019",,not_now
