symbol,label,market,code,payout_method,gate_note,fiscal_years,base_eps,f1_revenue,analysts,forecast_source,forecast_method,payout_ratio,payout_detail,payout_years,forecast_dividend_payout,close,ttm_pe,ttm_pb,historical_neutral_roe,historical_bear_roe,historical_bear_roa,base_pr,bear_pr,revenue_growth_ttm,profit_growth_ttm,base_eps_f1,base_eps_f2,base_eps_f3,bear_eps_f1,bear_eps_f2,bear_eps_f3,base_pe_f1,bear_pe_f1,base_pe_f3,bear_pe_f3,base_eps_cagr_to_f3,bear_eps_cagr_to_f3,payout_adjustment,adjustment_status,adjusted_base_pr,adjusted_bear_pr,market_pr_factor,market_normalized_bear_pr,adjusted_base_pe_f1,adjusted_bear_pe_f1,screen_metric
SZSE:002032,苏泊尔,A,002032,dividend,内需与出口增长待核,"['2026', '2027', '2028']","[2.617857142857, 2.806428571429, 2.951538461538]",,14.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.9996329377217668,"{""cash_dividend_per_share"": 8.17, ""eps"": 8.173}","2025,2024,2023",,40.02,15.745986779981116,6.339008662678255,35.656666666666666,34.849999999999994,16.2122081077,0.4416000779652552,0.4518217153509646,-1.0289337374436742,-9.7787767427669,2.617857142857,2.806428571429,2.951538461538,2.3560714285713,2.44159285714323,2.5088076923073,15.287312414734807,16.985902683038674,13.559030492574443,15.951800579499345,0.05110737113875219,-0.004319373448278596,1.0,applied,0.4416000779652552,0.4518217153509646,1.0,0.4518217153509646,15.287312414734807,16.985902683038674,0.4561410887992432
SSE:605499,东鹏饮料,A,605499,reinvestment,单品依赖待核,"['2026', '2027', '2028']","[7.539853658537, 8.690341463415, 9.94715]",,41.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.6253939982188779,"{""cash_dividend_per_share"": 12.5, ""eps"": 19.9874}","2025,2024,2023",,120.41,17.092767407197105,4.495278855874812,44.78666666666666,34.7901112009922,16.7155232750374,0.3816485726525105,0.4913110886150207,20.743504365935337,23.582905520871936,7.539853658537,8.690341463415,9.94715,6.40887560975645,6.952273170732001,7.4603625000000005,15.969805974107437,18.78800702836169,12.104974791774527,16.139966389032704,0.12188798741827722,0.01930288239437794,1.0,not_mechanical,0.3816485726525105,0.4913110886150207,1.0,0.4913110886150207,15.969805974107437,18.78800702836169,0.4913110886150207
HKEX:9980,东鹏饮料H,HK,09980,reinvestment,新上市H股、流动性与税后回报待核,"['2026', '2027', '2028']","[7.125, 8.0655, 9.44]",,8.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=9980,median of current broker forecasts,0.7943262411347518,"{""profit"": 9781745000.0, ""dividend"": 5400135000.0, ""repurchase"": 0.0, ""issuance"": 0.0}","2025-12-31,2024-12-31,2023-12-31",0.7943262411347518,103.2,13.633301187629629,3.333647747138942,44.97377608768366,34.314663942266,16.5577596000554,0.3031389039036726,0.3973024830016546,25.278432029610524,28.431947933165368,7.125,8.0655,9.44,6.0562499999999995,6.452400000000001,7.08,14.48421052631579,17.040247678018577,10.932203389830509,14.576271186440678,0.07637708153533262,-0.022046519744794102,1.0,not_mechanical,0.3031389039036726,0.3973024830016546,0.8,0.49662810375206823,14.48421052631579,17.040247678018577,0.5186746234968623
NYSE:WSM,Williams-Sonoma,US,WSM,total_payout,高ROE回购与家居需求复核,"['F1', 'F2', 'F3']","[9.508993, 10.17462251, 10.7850998606]",8271767139.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.7944484660734324,"{""profit"": 3163450000.0, ""dividend"": 829017000.0, ""repurchase"": 1974440000.0, ""issuance"": 0.0, ""sbc"": 290259000.0}","2026-02-01,2025-02-02,2024-01-28",,225.3,23.048829144032165,12.393366440986014,51.278480686833326,50.566966513,19.71772608355,0.4494834643170379,0.4558080251483281,2.24013280613107,3.564966411827534,9.508993,10.17462251,10.7850998606,7.607194400000001,7.630966882500001,7.54956990242,23.69336059033801,29.61670073792251,20.889931749548587,29.842759642212272,0.0333258227154436,-0.08250586690699246,1.0,applied,0.4494834643170379,0.4558080251483281,1.0,0.4558080251483281,23.69336059033801,29.61670073792251,0.5383138920553205
NYSE:UHS,Universal Health Services,US,UHS,total_payout,医疗政策与劳动成本,"['F1', 'F2', 'F3']","[22.528523, 24.10551961, 25.551850786600003]",18607862604.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.602022690961039,"{""profit"": 3393598000.0, ""dividend"": 185165000.0, ""repurchase"": 2186068000.0, ""issuance"": 45453000.0, ""sbc"": 282757000.0}","2025-12-31,2024-12-31,2023-12-31",,168.51,6.862162206186574,1.3217514512714847,17.025121065233332,14.85918420305,6.6299817040499995,0.4030609932166451,0.4618128500471813,10.049655883844052,21.01634484765771,22.528523,24.10551961,25.551850786600003,19.14924455,19.284415688000003,19.163888089950003,7.4798512090650595,8.799824951841247,6.594825611942389,8.793100815923186,0.013333859887596944,-0.0793250878920847,1.0,applied,0.4030609932166451,0.4618128500471813,1.0,0.4618128500471813,7.4798512090650595,8.799824951841247,0.541137937939266
SSE:603605,珀莱雅,A,603605,reinvestment,品牌持续性待核,"['2026', '2027', '2028']","[4.556382352941, 4.537382352941, 4.988941176471]",,34.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.41674418604651164,"{""cash_dividend_per_share"": 4.48, ""eps"": 10.75}","2025,2024,2023",,63.04,13.605265997625985,3.677572988506418,29.423333333333332,27.87,19.0247954271,0.4623971676999882,0.48816885531489,-4.744642787298599,13.23970257740186,4.556382352941,4.537382352941,4.988941176471,3.87292499999985,3.6299058823528,3.74170588235325,13.835537739564302,16.277103223016827,12.635947743242838,16.847930324323784,0.024943058850718458,-0.06877743064099795,1.0,not_mechanical,0.4623971676999882,0.48816885531489,1.0,0.48816885531489,13.835537739564302,16.277103223016827,0.556946285955888
NASDAQ:CHKP,Check Point,US,CHKP,total_payout,低增长但防守,"['F1', 'F2', 'F3']","[10.443949, 11.17502543, 11.8455269558]",2801847314.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.984870028072478,"{""profit"": 2742900000.0, ""dividend"": 0.0, ""repurchase"": 3987500000.0, ""issuance"": 785500000.0, ""sbc"": 500600000.0}","2025-12-31,2024-12-31,2023-12-31",,136.945,14.026794768055227,5.215067010059982,31.201150162546,25.13751862065,13.787182863608331,0.4495601827170158,0.5580023621159043,4.640775228998736,22.200209765745218,10.443949,11.17502543,11.8455269558,9.3995541,9.7222721241,10.06869791243,13.112377320111387,14.569308133457097,11.560904002919578,13.601063532846563,0.06656881795641634,0.010326764023033785,1.0,applied,0.4495601827170158,0.5580023621159043,1.0,0.5580023621159043,13.112377320111387,14.569308133457097,0.5580023621159043
HKEX:6110,滔搏,HK,06110,dividend,渠道与品牌议价待核,"['2027', '2028', '2029']","[0.18, 0.205, 0.22]",,13.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=6110,median of current broker forecasts,1.0,"{""profit"": 4765800000.0, ""dividend"": 6015300000.0, ""repurchase"": 0.0, ""issuance"": 0.0}","2026-02-28,2025-02-28,2024-02-29",1.0,1.12,5.0269299820466795,0.7060143598277829,16.806524279307332,13.966296008698,8.740162491766501,0.2991058649905369,0.359932939908762,-3.552403351753338,-0.6077116410583117,0.18,0.205,0.22,0.135,0.14759999999999998,0.154,6.222222222222223,8.296296296296296,5.090909090909092,7.272727272727273,-0.004206780504786289,-0.11583121550205178,1.0,applied,0.2991058649905369,0.359932939908762,0.8,0.4499161748859525,6.222222222222223,8.296296296296296,0.5657473903880043
SSE:600809,山西汾酒,A,600809,dividend,白酒去库存,"['2026', '2027', '2028']","[8.762314285714, 9.482171428571, 10.450029411765]",,35.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.593300833903703,"{""cash_dividend_per_share"": 16.990000000000002, ""eps"": 28.6364}","2025,2024,2023",,122.56,14.686638705811864,3.925251125114818,38.739999999999995,27.5297850145974,16.9026071578808,0.3791078654055722,0.5334817797532533,-3.841255415088191,-17.486558150664994,8.762314285714,9.482171428571,10.450029411765,7.0098514285712,7.11162857142825,7.315020588235499,13.987172338684626,17.483965423355784,11.728196655792928,16.754566651132755,0.07786339671830911,-0.042960776721940874,1.0,applied,0.3791078654055722,0.5334817797532533,1.0,0.5334817797532533,13.987172338684626,17.483965423355784,0.5764425564751942
SSE:605599,菜百股份,A,605599,dividend,金价与库存周转待核,"['2026', '2027', '2028']","[1.447333333333, 1.64, 1.771428571429]",,16.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.6686930091185411,"{""cash_dividend_per_share"": 2.2, ""eps"": 3.29}","2025,2024,2023",,14.9,10.429791404171915,2.620102693957938,21.673333333333332,19.275,11.3701311156,0.4812269180639149,0.5411046124084004,41.332755362045255,42.82847173132896,1.447333333333,1.64,1.771428571429,1.1578666666664001,1.23,1.2400000000002998,10.294795025336319,12.868493781670397,8.41129032257861,12.01612903225516,0.07432990883740809,-0.04609817475150191,1.0,applied,0.4812269180639149,0.5411046124084004,1.0,0.5411046124084004,10.294795025336319,12.868493781670397,0.5872027871599023
HKEX:2589,沪上阿姨,HK,02589,reinvestment,新上市、门店单位经济待核,"['2026', '2027', '2028']","[5.6, 6.485, 7.23]",,2.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=2589,median of current broker forecasts,0.4693140794223827,"{""profit"": 1218150000.0, ""dividend"": 218767000.0, ""repurchase"": 0.0, ""issuance"": 287627000.0}","2025-12-31,2024-12-31,2023-12-31",0.4693140794223827,81.5,12.374358507181682,3.4415921692165417,43.075217363714664,31.980933368923996,21.6384208443536,0.2872732690515797,0.3869292482628383,,,5.6,6.485,7.23,4.199999999999999,4.5395,4.6995000000000005,14.553571428571429,19.40476190476191,11.272475795297371,17.342270454303648,0.03157575773860266,-0.1064087385251491,1.0,not_mechanical,0.2872732690515797,0.3869292482628383,0.8,0.48366156032854785,14.553571428571429,19.40476190476191,0.590070298853697
NYSE:ARCO,Arcos Dorados,US,ARCO,total_payout,拉美汇率与特许成本,"['F1', 'F2', 'F3']","[0.787395, 0.8503866, 0.909913662]",5289306357.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.26033249162130706,"{""profit"": 542149000.0, ""dividend"": 141139000.0, ""repurchase"": 0.0, ""issuance"": 0.0, ""sbc"": 0.0}","2025-12-31,2024-12-31,2023-12-31",,8.23,6.753097562976944,2.086158603819977,35.15656386603333,31.126413845,5.645515018699999,0.1920863935596811,0.216957134753952,10.767117810403992,97.29127444576788,0.787395,0.8503866,0.909913662,0.629916,0.6377899499999999,0.6369395634,10.452187275763754,13.06523409470469,9.044814188096014,12.921163125851447,-0.09280400368152253,-0.1944970445039581,1.9206208064390424,applied,0.368925124104562,0.4166923871138393,1.0,0.4166923871138393,20.074688354629277,25.093360443286596,0.6111894316177975
SSE:600519,贵州茅台,A,600519,dividend,渠道库存待核,"['2026', '2027', '2028']","[67.656739130435, 71.522173913044, 75.208837209302]",,45.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.6935973476443573,"{""cash_dividend_per_share"": 134.41223, ""eps"": 193.79}","2025,2024,2023",,1330.0,20.446062365102108,6.6172528698602795,34.24666666666667,33.2451371632829,27.085589260476,0.5970234289985041,0.6150091144061652,-4.702317582417921,-9.452899828088526,67.656739130435,71.522173913044,75.208837209302,60.8910652173915,60.7938478260874,60.1670697674416,19.658056493617014,21.842284992907793,17.684092047569944,22.105115059462427,0.04956410984203985,-0.025670989519290255,1.0,applied,0.5970234289985041,0.6150091144061652,1.0,0.6150091144061652,19.658056493617014,21.842284992907793,0.6406801039254555
NASDAQ:GOOGL,Alphabet,US,GOOGL,reinvestment,AI/监管条件通过,"['F1', 'F2', 'F3']","[20.569482, 23.449209480000004, 26.263114617600007]",497606056389.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.38110251141030377,"{""profit"": 306083000000.0, ""dividend"": 17412000000.0, ""repurchase"": 169435000000.0, ""issuance"": 0.0, ""sbc"": 70198000000.0}","2025-12-31,2024-12-31,2023-12-31",,340.64,17.11303019798747,6.692875714374691,31.475594804726,25.72186933985625,18.057333790706252,0.5436920351833345,0.6653105173608315,20.23118740133723,111.2993519247575,20.569482,23.449209480000004,26.263114617600007,17.4840597,18.759367584000003,19.697335963200004,16.56045592203051,19.482889320035895,12.970281893820886,17.29370919176118,0.09679593929936048,-0.0034947562822313927,1.0,not_mechanical,0.5436920351833345,0.6653105173608315,1.0,0.6653105173608315,16.56045592203051,19.482889320035895,0.6688052736430629
NYSE:GAP,Gap,US,GAP,total_payout,品牌转型待证,"['F1', 'F2', 'F3']","[2.426745, 2.54808225, 2.6754863625000005]",15538163879.0,,https://www.tradingview.com/markets/stocks-usa/stock-screener/,F1 analyst consensus; F2-F3 conservative fade model,0.3209990749306198,"{""profit"": 2162000000.0, ""dividend"": 694000000.0, ""repurchase"": 230000000.0, ""issuance"": 84000000.0, ""sbc"": 368000000.0}","2026-01-31,2025-02-01,2024-02-03",,22.11,6.60552103250478,1.964214167749753,24.235175093666665,21.94757404175,5.5663768183,0.2725592452695334,0.3009681625832248,1.054991428194646,40.26996625421822,2.426745,2.54808225,2.6754863625000005,1.6987214999999998,1.6562534625000003,1.6052918175000002,9.110969632161598,13.015670903088001,8.263918033706664,13.77319672284444,-0.07194504694037285,-0.21724813739442883,1.5576368876080693,applied,0.4245483344904404,0.46879911203525365,1.0,0.46879911203525365,14.191582380931829,20.273689115616904,0.6860472494296825
HKEX:1999,敏华控股,HK,01999,dividend,地产链与海外需求,"['2027', '2028', '2029']","[0.45, 0.48, 0.511]",,5.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=1999,median of current broker forecasts,0.5469256543978418,"{""profit"": 5590933631.26, ""dividend"": 3039526771.37, ""repurchase"": 207899111.5, ""issuance"": 7662376.95}","2026-03-31,2025-03-31,2024-03-31",0.5111111111111111,3.055,6.5389554794520555,0.8353887634058705,16.531780975529,13.478910261337202,8.49589861527141,0.3955384776226637,0.48512493611656,-2.8007114157473696,-12.129930083966157,0.45,0.48,0.511,0.36000000000000004,0.36,0.35769999999999996,6.788888888888889,8.48611111111111,5.978473581213308,8.54067654459044,0.03032132495213924,-0.08517357249425717,1.0,applied,0.3955384776226637,0.48512493611656,0.8,0.6064061701457,6.788888888888889,8.48611111111111,0.6915797426399571
HKEX:3998,波司登,HK,03998,dividend,季节/暖冬风险,"['2027', '2028', '2029']","[0.37, 0.39, 0.42]",,11.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=3998,median of current broker forecasts,0.7989130434782609,"{""profit"": 10582363000.0, ""dividend"": 7540171000.0, ""repurchase"": 390687000.0, ""issuance"": 841372000.0}","2026-03-31,2025-03-31,2024-03-31",0.7989130434782609,4.345,11.494708994708994,2.440202404820874,23.007786491112,22.6902973751023,14.0336271808393,0.4996008198854525,0.5065913771285322,8.077352320679388,16.446029820440586,0.37,0.39,0.42,0.3145,0.31200000000000006,0.315,11.743243243243242,13.81558028616852,10.345238095238095,13.793650793650793,0.03574416865128627,-0.05896397111897145,1.0,applied,0.4996008198854525,0.5065913771285322,0.8,0.6332392214106652,11.743243243243242,13.81558028616852,0.6922031925296367
SZSE:300628,亿联网络,A,300628,reinvestment,科技硬闸门待核,"['2026', '2027', '2028']","[2.483333333333, 2.947777777778, 3.48375]",,9.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.8883779264214046,"{""cash_dividend_per_share"": 5.1, ""eps"": 5.7408}","2025,2024,2023",,42.08,18.48532771041996,5.779283028300358,28.7796,26.575714285714284,23.73669212916429,0.642306623803665,0.6955721871361593,20.59785435142559,14.131107312377456,2.483333333333,2.947777777778,3.48375,1.9866666666664,2.2108333333335,2.438625,16.944966442955295,21.181208053694117,12.078937926085395,17.25562560869342,0.15238996624380463,0.02321166259589469,1.0,not_mechanical,0.642306623803665,0.6955721871361593,1.0,0.6955721871361593,16.944966442955295,21.181208053694117,0.6955721871361593
SZSE:002668,TCL智家,A,002668,dividend,家电盈利承压,"['2026', '2027', '2028']","[1.073333333333, 1.18, 1.286666666667]",,9.0,https://data.eastmoney.com/report/profitforecast.jshtml,Eastmoney broker consensus mean,0.14779083094555873,"{""cash_dividend_per_share"": 0.51579, ""eps"": 3.49}","2025,2017,2016",,9.27,10.08485639686684,2.6251847824240055,49.54666666666667,28.90820095028,6.05686233298588,0.2035425806687333,0.3488579733554522,0.6009284337096154,-9.280770751900558,1.073333333333,1.18,1.286666666667,0.9123333333330499,0.944,0.9650000000002499,8.636645962735601,10.160759956159533,7.204663212433367,9.606217616577823,0.1186271215465966,0.01634018913143076,2.0,applied,0.4070851613374666,0.6977159467109044,1.0,0.6977159467109044,17.273291925471202,20.321519912319065,0.6977159467109044
HKEX:999,小菜园,HK,00999,reinvestment,新上市、开店回报待核,"['2026', '2027', '2028']","[0.495, 0.605, 0.7020000000000001]",,6.0,https://www.etnet.com.hk/www/eng/stocks/realtime/quote_profit.php?code=999,median of current broker forecasts,0.610204081632653,"{""profit"": 1827773000.0, ""dividend"": 947031000.0, ""repurchase"": 0.0, ""issuance"": 779623000.0}","2025-12-31,2024-12-31,2023-12-31",0.610204081632653,7.59,12.851337622756516,3.209234477072366,60.289434892718326,25.8145146964274,15.5930643871414,0.2131606913487371,0.4978337874596991,,,0.495,0.605,0.7020000000000001,0.37124999999999997,0.4235,0.45630000000000004,15.333333333333334,20.444444444444446,10.81196581196581,16.63379355687048,0.059289229394273946,-0.08240224563224974,1.0,not_mechanical,0.2131606913487371,0.4978337874596991,0.8,0.6222922343246238,15.333333333333334,20.444444444444446,0.7046944799568735
